title,price_text,price,odometer_text,odometer_km,detail_url,network_id,card_id,inventory_year_filter,inventory_make_filter,inventory_model_filter,search_url,verified_at,detail_date,first_image_url,detail_page_title,carbarn_evidence,in_date_range,updated_at,dealer_stock_id,dealer_stock_ids,car_code,photo_count,all_image_urls,image_count,vin,registration_plate,body_type,fuel,transmission,dealer_comments,status_label,status_tooltip,price_badge_label,is_sold,matched_stock_no,matched_chassis,match_score,match_reason,match_status,mismatch_count,mismatch_fields,mismatch_messages
2023 Nissan Aura G FE13 Auto,"$31,400",31400,"6,268km",6268,https://www.carsales.com.au/cars/details/2023-nissan-aura-g-fe13-auto/OAG-AD-25649687/,OAG-AD-25649687,OAG-AD-25649687,2023,NISSAN,AURA,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/60140c49vxqz9bni7iyx9u4tx.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2023 Nissan Aura G FE13 Auto,stock_tail4_match:1027,,2026-05-14T13:17:39,20231027,20231027,1267,23,"[""https://carsales.pxcrush.net/carsales/cars/dealer/60140c49vxqz9bni7iyx9u4tx.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZP000FE13303732,Check with seller,Hatch,Hybrid,Automatic,"2023 NISSAN Aura G Leather Edition | Hybrid | 6,268 KM 5-Year Hybrid Battery Warranty! A premium and near-new Nissan Aura G Leather Edition Hybrid built for smooth city driving, daily commuting, and fuel-efficient comfort. With very low kilometres, leather edition styling, modern safety features, 8 airbags, parking assist camera, and an excellent-condition interior, this Aura is a smart choice for anyone wanting a stylish hybrid hatchback with a premium feel. Key Features: Hybrid engine G Leather Edition Very low 6,241 KM Traction Control System Lane Departure Warning 8 Airbags Multi-Function Steering Wheel Cruise Control Parking Assist Camera Reversing Camera Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Aura Stands Out: Premium Leather Edition hybrid hatchback Very low kilometres for a 2023 model Excellent fuel-saving option for daily use Safety features including Lane Departure Warning, Traction Control, and 8 airbags Clean interior, modern comfort, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanAura #HybridCar #UsedHybrid #FuelEfficient #Hatchback Show more",,,,False,1027,FE13-303732,100.0,stock_tail4_match:1027,identified,0,,
2022 Nissan Serena X C27 Auto,"$27,900",27900,"51,829km",51829,https://www.carsales.com.au/cars/details/2022-nissan-serena-x-c27-auto/OAG-AD-25705790/,OAG-AD-25705790,OAG-AD-25705790,2022,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/dzgpopgq7dtoyunalx8x5ggbn.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Nissan Serena X C27 Auto,stock_tail4_match:1059,,2026-05-14T13:17:39,20221059,20221059,1284,23,"[""https://carsales.pxcrush.net/carsales/cars/dealer/dzgpopgq7dtoyunalx8x5ggbn.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZN000GC27073541,Check with seller,Wagon,Petrol,Automatic,"2022 NISSAN Serena XV | Hybrid | 51,829 KM 5-Year Hybrid Battery Warranty! A spacious and modern Nissan Serena XV Hybrid built for family comfort, school runs, business use, rideshare, and long-distance travel. With hybrid fuel efficiency, dual electric sliding doors, 360 parking assist camera, and excellent interior condition, this Serena is a practical people mover made for everyday convenience. Key Features: Hybrid engine XV package 6 Airbags Cruise Control Multi-Function Steering Wheel Rear Wiper 360 Parking Assist Camera Dual Electric Sliding Doors ECO Mode for top-notch fuel saving Push Start and Keyless Entry Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Serena Stands Out: Modern hybrid people mover with strong family appeal Dual electric sliding doors for easy passenger access 360 parking assist camera for easier parking Great option for families, rideshare, business, or travel Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #HybridPeopleMover Show more",,,,False,1059,GC27-073541,100.0,stock_tail4_match:1059,identified,0,,
2022 Nissan Serena Highway Star V C27 Auto,"$29,900",29900,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2022-nissan-serena-highway-star-v-c27-auto/OAG-AD-25780110/,OAG-AD-25780110,OAG-AD-25780110,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/2lpoox2luysyu1iljka6ku8u0.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2022 Nissan Serena Highway Star V C27 Auto,stock_tail4_not_found:1084;stock_tail3_not_found:084,,2026-05-14T13:17:39,20221084,20221084,,,"[""https://carsales.pxcrush.net/carsales/cars/dealer/2lpoox2luysyu1iljka6ku8u0.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"Wagon, 5 doors, 8 seats",efficient Nissan Ser,& Drivetrain Gear Type H,"2022 NISSAN Serena Highway Star V | Hybrid | 41,090 KM 5-Year Hybrid Battery Warranty! A spacious and fuel-efficient Nissan Serena Highway Star V Hybrid built for family use, daily driving, school runs, rideshare, and long-distance comfort. With Pro-Pilot Assist, dual electric sliding doors, 360 parking camera, and excellent interior condition, this Serena is a smart people mover with comfort, safety, and practicality. Key Features: Hybrid engine Highway Star V package Pro-Pilot Assist Dual Electric Sliding Doors 360 Parking Assist Camera Cruise Control Push Start and Keyless Entry ECO Mode for top-notch fuel saving Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Fog Lights Rear Wiper Alloy Wheels Foldable Rear Seat Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Popular hybrid family people mover Highway Star V styling with practical cabin space Dual electric sliding doors make family access easy Pro-Pilot Assist and 360 camera add extra driving confidence Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #FamilyCar #HybridPeopleMover #UsedHybrid Show more",On hold,The seller has taken the car off the market for a short period of time. The seller may choose to make the car available again soon.,,False,,,0.0,stock_tail4_not_found:1084;stock_tail3_not_found:084,sold,0,,
2021 Nissan Serena Highway Star S-Hybrid C27 Auto,"$29,400",29400,"46,656km",46656,https://www.carsales.com.au/cars/details/2021-nissan-serena-highway-star-s-hybrid-c27-auto/OAG-AD-25780111/,OAG-AD-25780111,OAG-AD-25780111,2021,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/d9rzrdj078rornkm2z33c3z74.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2021 Nissan Serena Highway Star S-Hybrid C27 Auto,stock_tail4_match:1081,,2026-05-14T13:17:39,20211081,20211081,1341,39,"[""https://carsales.pxcrush.net/carsales/cars/dealer/d9rzrdj078rornkm2z33c3z74.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZM00GFC27224207,Check with seller,Wagon,Petrol,Automatic,"2021 NISSAN Serena Highway Star V | Hybrid | 46,656 KM 5-Year Hybrid Battery Warranty! A spacious and fuel-efficient Nissan Serena Highway Star V Hybrid built for family use, school runs, rideshare, and comfortable daily driving. With Pro-Pilot Assist, dual electric sliding doors, cruise control, and a clean interior, this Serena is a practical people mover ready for everyday use. Key Features: Hybrid engine Highway Star V package Pro-Pilot Assist Dual Electric Sliding Doors Cruise Control Push Start and Keyless Entry ECO Mode for top-notch fuel saving Air Conditioning Power Steering Power Windows Fog Lights Rear Wiper Foldable Rear Seat Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Popular hybrid family people mover Dual electric sliding doors for easy access Pro-Pilot Assist for extra driving confidence Great option for family use, rideshare, school runs, or weekend trips Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #FamilyCar #HybridPeopleMover #UsedHybrid Show more",,,,False,1081,GFC27-224207,100.0,stock_tail4_match:1081,identified,0,,
2021 Nissan Serena Highway Star S-Hybrid C27 Auto,"$28,400",28400,"52,565km",52565,https://www.carsales.com.au/cars/details/2021-nissan-serena-highway-star-s-hybrid-c27-auto/OAG-AD-25780112/,OAG-AD-25780112,OAG-AD-25780112,2021,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9kusxursbpaq4eq05ift0l9zb.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2021 Nissan Serena Highway Star S-Hybrid C27 Auto,stock_tail4_match:1080,,2026-05-14T13:17:39,20211080,20211080,1331,40,"[""https://carsales.pxcrush.net/carsales/car/dealer/9kusxursbpaq4eq05ift0l9zb.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZM00GFC27230749,Check with seller,Wagon,Petrol,Automatic,"2021 NISSAN Serena Highway Star | Hybrid | 52,565 KM 5-Year Hybrid Battery Warranty! A spacious and fuel-efficient Nissan Serena Highway Star Hybrid built for family use, school runs, rideshare, and comfortable daily driving. With Pro-Pilot Assist, dual electric sliding doors, reversing camera, parking assist camera, and an excellent-condition interior, this Serena is a practical and stylish people mover ready for inspection. Key Features: Hybrid engine Highway Star package Pro-Pilot Assist Dual Electric Sliding Doors Cruise Control Reversing Camera Parking Assist Camera Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Fog Lights Rear Wiper 6 Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Popular hybrid family people mover Highway Star styling with practical cabin space Dual electric sliding doors for easy family access Pro-Pilot Assist, reversing camera, and parking assist camera for extra confidence Clean interior and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #FamilyCar #HybridPeopleMover #UsedHybrid Show more",,,,False,1080,GFC27-230749,100.0,stock_tail4_match:1080,identified,0,,
2021 Nissan Serena Highway Star S-Hybrid C27 Auto,"$30,900",30900,"26,000km",26000,https://www.carsales.com.au/cars/details/2021-nissan-serena-highway-star-s-hybrid-c27-auto/OAG-AD-25780113/,OAG-AD-25780113,OAG-AD-25780113,2021,NISSAN,Serena,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/5a7nhjgm71e2g93wzdozf6b61.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2021 Nissan Serena Highway Star S-Hybrid C27 Auto,stock_tail4_match:1072,,2026-05-14T13:17:39,20211072,20211072,1335,29,"[""https://carsales.pxcrush.net/carsales/car/dealer/5a7nhjgm71e2g93wzdozf6b61.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZM00GFC27224929,Check with seller,Wagon,Petrol,Automatic,"2021 NISSAN Serena Highway Star V | Hybrid | 26,000 KM 5-Year Hybrid Battery Warranty! A low-kilometre Nissan Serena Highway Star V Hybrid built for family use, school runs, rideshare, and comfortable daily driving. With Pro-Pilot Assist, dual electric sliding doors, reversing camera, and excellent interior condition, this Serena is a practical and fuel-efficient people mover ready for inspection. Key Features: Hybrid engine Highway Star V package Low 26,000 KM Pro-Pilot Assist Cruise Control Dual Electric Sliding Doors Reversing Camera Traction Control System Air Conditioning Power Steering Multi-Function Steering Wheel Power Windows Fog Lights Rear Wiper Airbags Interior in excellent condition without any tears or marks 6 months NSW registration included Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Serena Stands Out: Popular hybrid family people mover Low kilometres for a 2021 model Dual electric sliding doors for easy family access Pro-Pilot Assist and reversing camera for confident driving Great for families, rideshare, school runs, or weekend trips Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #NissanSerena #SerenaHybrid #FamilyCar #HybridPeopleMover #UsedHybrid Show more",,,,False,1072,GFC27-224929,100.0,stock_tail4_match:1072,identified,0,,
2009 Subaru Impreza WRX STI A Line GRF Auto AWD,"$22,400",22400,"83,499km",83499,https://www.carsales.com.au/cars/details/2009-subaru-impreza-wrx-sti-a-line-grf-auto-awd/OAG-AD-25705794/,OAG-AD-25705794,OAG-AD-25705794,2009,SUBARU,Impreza,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ffceecdb8c0742e192ce7bfd244383a3.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2009 Subaru Impreza WRX STI A Line GRF Auto AWD,stock_tail4_match:1065,,2026-05-14T13:17:39,20091065,20091065,1230,27,"[""https://carsales.pxcrush.net/carsales/car/dealer/ffceecdb8c0742e192ce7bfd244383a3.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZ90000GRF003705,Check with seller,Hatch,Petrol,Automatic,"2009 SUBARU Impreza WRX STI 4WD | Petrol | 83,499 KM 5-Year Extended Warranty Available! A performance-focused Subaru Impreza WRX STI built for drivers who enjoy power, handling, and true enthusiast character. With Subarus 4WD grip, STI performance heritage, half leather seats, Subaru Intelligent Drive, and practical hatch usability, this WRX STI is a great option for weekend drives, daily performance, or collectors looking for a clean modern classic. Key Features: Petrol engine WRX STI package 4WD Subaru Intelligent Drive Fog Lights 8 Airbags Multi-Function Steering Wheel Traction Control System Cruise Control Half Leather Seats Push Start and Keyless Entry Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This WRX STI Stands Out: Iconic Subaru performance car with strong enthusiast appeal 4WD grip for confident handling STI package with sporty character and road presence Great choice for weekend drives, performance daily use, or collectors Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: []( Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: [https:///](https:///) Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #SubaruWRXSTI #WRXSTI Show more",,,Below market price,False,1065,GRF-003705,100.0,stock_tail4_match:1065,identified,0,,
2009 Subaru Impreza WRX STI A Line GRF Auto AWD,"$21,400",21400,"97,848km",97848,https://www.carsales.com.au/cars/details/2009-subaru-impreza-wrx-sti-a-line-grf-auto-awd/OAG-AD-25744499/,OAG-AD-25744499,OAG-AD-25744499,2009,SUBARU,Impreza,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9dtcwew47affeykmbwrtm5yan.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2009 Subaru Impreza WRX STI A Line GRF Auto AWD,stock_tail4_match:1070,,2026-05-14T13:17:39,20091070,20091070,1293,26,"[""https://carsales.pxcrush.net/carsales/car/dealer/9dtcwew47affeykmbwrtm5yan.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZ90000GRF004024,Check with seller,Hatch,Petrol,Automatic,"2009 SUBARU Impreza WRX STI 4WD | Petrol | 97,848 KM 5-Year Extended Warranty Available! A performance-focused Subaru Impreza WRX STI 4WD built for driving enthusiasts who want power, control, and classic STI character. With Subaru Intelligent Drive, 4WD grip, sporty half leather seats, and everyday comfort features, this WRX STI is a great choice for weekend drives, enthusiast ownership, or anyone wanting a serious performance hatch. Key Features: Petrol engine 4WD WRX STI performance package Subaru Intelligent Drive Half Leather Seats Cruise Control Multi-Function Steering Wheel Push Start and Keyless Entry Traction Control System Air Conditioning Power Steering Power Windows Fog Lights Rear Wiper Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This WRX STI Stands Out: Iconic Subaru performance model with strong enthusiast appeal 4WD grip for confident handling Subaru Intelligent Drive for a more engaging driving feel Sporty interior with half leather seats Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #SubaruWRXSTI #WRXSTI #SubaruImpreza #PerformanceCar #4WD Show more",,,Below market price,False,1070,GRF-004024,100.0,stock_tail4_match:1070,identified,0,,
2024 Suzuki Jimny XC Auto 4x4,"$31,400",31400,472km,472,https://www.carsales.com.au/cars/details/2024-suzuki-jimny-xc-auto-4x4/OAG-AD-25744493/,OAG-AD-25744493,OAG-AD-25744493,2024,SUZUKI,JIMNY,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/9oxulqdp4879fvwjsupbypkwx.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2024 Suzuki Jimny XC Auto 4x4,stock_tail4_match:1073,,2026-05-14T13:17:39,20241073,20241073,1330,23,"[""https://carsales.pxcrush.net/carsales/car/dealer/9oxulqdp4879fvwjsupbypkwx.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZR00JB64W327198,Check with seller,SUV,Petrol,Automatic,"2024 SUZUKI Jimny XL 4WD | Petrol | 472 KM 5-Year Extended Warranty Available! A near-new Suzuki Jimny XL 4WD built for adventure, city driving, weekend trips, and off-road fun. With only 472 KM, compact size, true 4WD capability, modern safety features, heated front seats, and bold Jimny character, this is a great choice for anyone wanting a practical and exciting small 4WD. Key Features: Petrol engine 4WD XL package Only 472 KM Air Conditioning Power Steering 6 Airbags Fog Lights Power Windows Reversing Camera Parking Assist Camera Traction Control System Brake Assist Heated Front Seats Lane Departure Warning Front Vehicle Collision Warning Push Start and Keyless Entry Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers 1 Year FREE Roadside Assistance Valid across Australia Why This Jimny Stands Out: Near-new 2024 model with only 472 KM Compact 4WD with strong adventure appeal Great for city driving, weekend escapes, and off-road exploring Safety features including Lane Departure Warning and Front Vehicle Collision Warning Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle/Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #SuzukiJimny #JimnyXL #4WD #AdventureCar #UsedCarsAustralia Show more",,,Around market price,False,1073,JB64W-327198,100.0,stock_tail4_match:1073,identified,0,,
2024 Toyota Prius Z Auto 4WD,"$40,200",40200,readingprovidedbutdoe,,https://www.carsales.com.au/cars/details/2024-toyota-prius-z-auto-4wd/OAG-AD-25649699/,OAG-AD-25649699,OAG-AD-25649699,,,,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/cars/dealer/cezvxudmd1phmocokpdgcf22l.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2024 Toyota Prius Z Auto 4WD,stock_tail4_not_found:1029;stock_tail3_not_found:029,,2026-05-14T13:17:39,20241029,20241029,,,"[""https://carsales.pxcrush.net/carsales/cars/dealer/cezvxudmd1phmocokpdgcf22l.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,,,"Hatch, 5 doors, 5 seats",introduced to the en,1 speed Automatic,"Stock - TOYOTA Prius G 4WD | Hybrid | 6000 KM We are open every day, including the upcoming Easter holidays. Key Features: Air Conditioning Radar Cruise Control Reversing Camera Heated Front Seats Alloy Wheels Airbags 6 Power Windows Brake Assist Lane Departure Warning Power steering Multi-Function Steering Wheel Electronic Parking Sensor Hold button EV Mode USB Ports Interior in excellent condition without any tears or marks 6 months NSW registration is on us Warranty & Coverage: 5 Years Warranty: Hybrid Battery, Electrical and Mechanical Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: - Location: - 128 , , NSW Contact for Inspection: - WhatsApp: https:/// - Call: - Open 7 days a week DOOR DELIVERY IS AVAILABLE TO ALL STATES We work with over 30 leading Australian carriers and get the best delivery rates from us: - Newcastle and Wollongong area $200 - Canberra $300 - Melbourne $450 - Brisbane $550 - Adelaide $1200 - Tasmania $1400 - Perth $1600 Show more",Sold or unavailable,,,False,,,0.0,stock_tail4_not_found:1029;stock_tail3_not_found:029,sold,0,,
2009 Toyota Hiace DX LWB Auto 4WD,"$26,900",26900,"172,825km",172825,https://www.carsales.com.au/cars/details/2009-toyota-hiace-dx-lwb-auto-4wd/OAG-AD-25744492/,OAG-AD-25744492,OAG-AD-25744492,2009,TOYOTA,Hiace,,2026-05-14T13:17:39,,https://carsales.pxcrush.net/carsales/car/dealer/ivnp4tutcherrl70qrohdimo.jpg?pxc_format=jpeg&pxc_size=1200%2C630,2009 Toyota Hiace DX LWB Auto 4WD,stock_tail4_match:1009,,2026-05-14T13:17:39,20091009,20091009,1253,31,"[""https://carsales.pxcrush.net/carsales/car/dealer/ivnp4tutcherrl70qrohdimo.jpg?pxc_format=jpeg&pxc_size=1200%2C630""]",1,6ZZ9KDH2068020379,Check with seller,Van,Diesel,Automatic,"2009 TOYOTA Hiace DX High Roof | Diesel | 172,825 KM 5-Year Extended Warranty Available! A practical Toyota Hiace DX High Roof diesel built for work, delivery, trades, transport, business use, or camper conversion plans. With its high roof layout, diesel performance, and Toyotas strong reputation for reliability, this Hiace is a solid option for anyone needing a dependable and versatile van. Key Features: Diesel engine DX High Roof Air Conditioning Power Steering Airbags Power Windows Rear Wiper Recently serviced and professionally detailed 6 months NSW registration included Warranty & Coverage: 5 Years Comprehensive Mechanical and Electrical Extended Warranty Coverage of up to $5,000 per claim Unlimited claims and kilometers Car rental and accommodation included for breakdowns 1 Year FREE Roadside Assistance Simple, hassle-free claims process Valid across Australia Why This Hiace Stands Out: High Roof layout gives extra space and practicality Toyota Hiace is one of Australias most trusted commercial vans Great option for trades, courier work, transport, business use, or camper conversion Clean, serviced, detailed, and ready for inspection Pricing: We offer the most competitive prices in Australia Price match available on similar listings Website: Location: Unit D3, 128 , , NSW Contact for Inspection: WhatsApp: https:/// Call: Open 7 days a week, from 8 am to 5 pm, including public holidays DOOR DELIVERY IS AVAILABLE TO ALL STATES Newcastle and Wollongong $200 | Canberra $300 | Melbourne $450 | Brisbane $550 | Adelaide $1200 | Tasmania $1400 | Perth $1600 #AU #ToyotaHiace #HiaceVan #DieselVan #WorkVan #CamperVan Show more",,,,False,1009,KDH206-8020379,100.0,stock_tail4_match:1009,identified,0,,
